Company,TypeName,Ram,Weight,Price,Cpu_brand,Gpu_brand,Os,avg_battery_health,avg_daily_usage,avg_charging_cycles
lenovo,Notebook,6,2.8,10.83096982484206,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,6,1.91,10.319265697988737,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.18,10.401887658299067,Intel Core i3,AMD,Windows,80.875,6.625,503.75
acer,2 in 1 Convertible,4,1.25,9.83063294843456,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
lenovo,Notebook,4,2.05,10.421280845617712,Intel Core i3,Intel,Windows,79.125,6.625,536.25
hp,Ultrabook,16,1.16,11.558808550535495,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,3.4,11.981595204981144,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
asus,Notebook,8,2.5,10.70777173269934,Intel Core i5,Nvidia,Windows,70.125,8.125,691.25
dell,Ultrabook,8,1.21,11.352694739066088,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Notebook,4,1.93,10.841452101115571,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.2,9.816202683605532,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.02,10.87326596936077,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Workstation,8,3.14,11.504424909404817,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.94,9.93914036985058,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,6,1.95,10.450993742936223,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,2.3,10.696986727022775,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.05,10.50497986449436,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Gaming,32,4.6,11.862769612046066,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,8,2.2,10.594313360795072,Intel Core i7,AMD,Others,80.875,6.625,503.75
dell,Notebook,8,1.9,10.89180021486258,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.49,10.55342238395318,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,16,1.93,11.313402478637911,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Netbook,4,1.26,9.662536382571954,Other Intel Processor,Intel,Others,80.875,6.625,503.75
hp,Gaming,16,3.78,11.2874471903093,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,12,1.4,11.397934727218958,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,12,2.2,10.38737929394203,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Gaming,8,2.73,11.454295851800008,Intel Core i5,Nvidia,Windows,70.125,8.125,691.25
asus,2 in 1 Convertible,8,2.2,10.580858947180335,Intel Core i5,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,12,2.2,10.83096982484206,AMD Processor,AMD,Windows,79.125,6.625,536.25
dell,2 in 1 Convertible,4,1.39,10.37747822295932,Other Intel Processor,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.8,10.246549458090431,Intel Core i3,Intel,Others,79.125,6.625,536.25
lenovo,Notebook,8,2.29,10.104611236292678,Intel Core i3,Intel,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,8,1.37,11.588886005772771,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,1.7,11.271296098981416,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,2 in 1 Convertible,8,1.34,11.396139931642937,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Workstation,8,2.06,11.450333208630004,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,1.84,11.081347155713406,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,2.1,10.480567504600335,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,1.6,9.771618776997505,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
dell,Notebook,4,2.18,10.11759843181949,Intel Core i3,AMD,Others,80.875,6.625,503.75
lenovo,Notebook,6,2.4,10.310615277730191,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,8,2.0,11.144911042902732,Intel Core i7,Intel,Windows,79.125,6.625,536.25
acer,Notebook,4,1.6,9.83063294843456,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
lenovo,Notebook,32,2.5,12.472347407870709,Other Intel Processor,Nvidia,Windows,79.125,6.625,536.25
dell,Gaming,16,2.59,10.754357300416876,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,4,2.18,10.071160338072124,Intel Core i3,Intel,Others,80.875,6.625,503.75
dell,Notebook,4,2.25,9.858883414720411,Intel Core i3,Intel,Others,80.875,6.625,503.75
dell,Notebook,4,1.93,10.742904151497523,Intel Core i5,Intel,Others,80.875,6.625,503.75
asus,Gaming,8,3.0,11.038609189620306,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Notebook,4,2.18,10.319441460358464,Intel Core i5,AMD,Others,80.875,6.625,503.75
hp,Ultrabook,8,1.84,11.211900368986475,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,2 in 1 Convertible,4,1.25,9.91309723131456,Other Intel Processor,Intel,Others,79.25,5.875,531.25
hp,Notebook,8,2.31,11.00021005668577,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,1.65,11.265171547683302,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Notebook,4,2.2,10.629713546415353,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Notebook,4,1.88,10.812893840917726,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,2.2,10.776844060703754,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,10.12402932214978,Intel Core i5,Intel,Others,79.125,6.625,536.25
asus,2 in 1 Convertible,6,1.5,10.435481129939486,Intel Core i5,Intel,Windows,70.125,8.125,691.25
dell,Notebook,8,2.0,11.482152806302976,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
asus,Ultrabook,16,1.1,11.525170191386666,Intel Core i7,Intel,Windows,70.125,8.125,691.25
dell,Gaming,16,2.62,11.274682488942933,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,4,1.8,10.695781181367428,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,10.336863503805128,Intel Core i3,Nvidia,Windows,79.125,6.625,536.25
asus,Notebook,8,2.0,9.964522443121997,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
asus,Notebook,8,1.99,10.785284424941176,Intel Core i5,Nvidia,Windows,70.125,8.125,691.25
dell,Ultrabook,8,1.23,11.508719833687696,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,2,1.42,9.49301392269684,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,8,1.37,11.44716312967751,Intel Core i7,Intel,Windows,79.125,6.625,536.25
dell,Notebook,16,2.06,11.758368289071829,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Gaming,8,2.5,10.9867750135825,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,8,2.6,10.23111911098328,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,16,1.14,11.779404329770909,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Gaming,8,2.5,11.039464987704202,Intel Core i7,Nvidia,Others,70.125,8.125,691.25
acer,Notebook,4,2.4,10.084808608996498,Intel Core i3,Intel,Windows,79.25,5.875,531.25
lenovo,Notebook,4,1.43,9.588689132620203,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
acer,Ultrabook,8,1.8,10.79884714858782,Intel Core i5,Intel,Windows,79.25,5.875,531.25
lenovo,Ultrabook,8,1.36,11.343269598606504,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Gaming,32,3.8,11.912578515747589,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
acer,Gaming,8,2.4,10.53941655276426,Intel Core i5,Nvidia,Others,79.25,5.875,531.25
dell,Ultrabook,8,1.2,11.254810893751282,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,4,1.86,9.875184369674535,Intel Core i3,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.2,10.79884714858782,Intel Core i7,AMD,Windows,80.875,6.625,503.75
dell,Notebook,16,2.2,11.009948956147635,Intel Core i7,AMD,Windows,80.875,6.625,503.75
lenovo,Gaming,8,3.31,11.06229896074271,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Gaming,32,4.42,12.029883488676532,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,8,1.56,11.089517135798168,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.2,10.013431946154272,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,10.25782777312814,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,6,2.04,10.265276597141131,Intel Core i3,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.06,10.837272366712863,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,8,2.1,10.588945244611692,Intel Core i7,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.1,9.99658437558166,Intel Core i3,Intel,Others,79.25,5.875,531.25
lenovo,Notebook,8,1.9,10.682362236272311,Intel Core i5,AMD,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,8,1.3,10.916751081300507,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,9.83063294843456,AMD Processor,AMD,Windows,79.125,6.625,536.25
hp,2 in 1 Convertible,4,1.63,10.525211768465944,Intel Core i3,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Ultrabook,8,1.1,11.009948956147635,Intel Core i5,Intel,Windows,70.125,8.125,691.25
hp,2 in 1 Convertible,8,1.4,10.180118788800824,Other Intel Processor,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
acer,Gaming,16,2.5,11.144911042902732,Intel Core i5,Nvidia,Windows,79.25,5.875,531.25
asus,Notebook,4,1.86,10.013431946154272,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Gaming,16,3.21,11.601643784304514,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,4,2.5,10.525211768465944,Intel Core i3,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.19,11.288114524334732,Intel Core i7,Intel,Windows,79.125,6.625,536.25
dell,Gaming,16,3.49,11.917834418453076,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,4,1.86,10.393289544363068,Intel Core i5,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.2,10.277575423651992,Intel Core i3,AMD,Windows,80.875,6.625,503.75
hp,Notebook,6,2.65,10.319441460358464,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,2.1,9.73761240901231,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
acer,Notebook,4,1.45,9.902487052202543,Other Intel Processor,Intel,Others,79.25,5.875,531.25
lenovo,Notebook,4,1.7,10.525211768465944,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Workstation,8,3.14,11.529366637136484,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.42,11.834974180925718,Intel Core i7,Intel,Windows,79.125,6.625,536.25
acer,Netbook,4,1.4,9.570272405833974,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
lenovo,2 in 1 Convertible,16,1.38,11.442360501250736,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,2 in 1 Convertible,4,1.2,10.481345086360362,Other Intel Processor,Intel,Others,70.125,8.125,691.25
hp,Notebook,4,2.1,10.510802297245792,Intel Core i7,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,8,2.56,10.683645110085203,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.2,9.964522443121997,AMD Processor,AMD,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.2,10.03701794516015,AMD Processor,AMD,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.1,10.407616483423654,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,1.9,10.084808608996498,Intel Core i3,Intel,Others,79.125,6.625,536.25
dell,Notebook,8,2.18,10.653903140886465,Intel Core i5,Intel,Windows,80.875,6.625,503.75
acer,2 in 1 Convertible,8,1.6,10.882315804880689,Intel Core i5,Intel,Windows,79.25,5.875,531.25
lenovo,Workstation,16,2.18,11.50120100127367,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,8,1.8,11.058109595587434,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,6,2.71,10.460211528926417,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Gaming,8,2.5,11.105659536357711,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,8,1.64,10.968576149165091,Intel Core i5,Nvidia,Others,80.875,6.625,503.75
dell,Notebook,8,1.98,10.56311104105693,Intel Core i5,Intel,Others,80.875,6.625,503.75
asus,Notebook,4,1.5,9.672654512737536,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Notebook,16,1.93,11.238652353231751,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,8,1.87,10.729080621774308,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,8,1.9,11.047982926769505,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.19,9.672654512737536,AMD Processor,AMD,Windows,79.125,6.625,536.25
hp,Notebook,8,2.63,11.065637862008224,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,8,1.17,11.406054689443872,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,2 in 1 Convertible,8,1.58,10.704907085240231,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,8,1.32,11.288114524334732,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Gaming,32,4.36,12.1806155047626,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,4,1.9,10.169762314876662,Intel Core i5,Intel,Others,79.125,6.625,536.25
dell,Notebook,8,2.2,10.55342238395318,Intel Core i5,AMD,Windows,80.875,6.625,503.75
dell,2 in 1 Convertible,4,1.71,10.450993742936223,Intel Core i3,Intel,Windows,80.875,6.625,503.75
dell,Notebook,8,2.32,10.354869672690878,Intel Core i5,AMD,Others,80.875,6.625,503.75
hp,Notebook,4,2.1,10.167923515707006,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Gaming,16,4.2,11.543423631696015,Intel Core i7,Nvidia,Windows,79.25,5.875,531.25
dell,Notebook,12,2.25,10.450993742936223,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,6,2.1,10.452533389121816,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
acer,Notebook,4,2.4,10.301710499387234,Intel Core i5,Intel,Windows,79.25,5.875,531.25
lenovo,Notebook,8,1.44,10.842494310694017,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,1.85,10.633572072102885,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Workstation,16,2.6,11.76667053684216,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,2 in 1 Convertible,8,1.55,10.46628456073464,Intel Core i5,Intel,Windows,80.875,6.625,503.75
acer,Notebook,4,2.4,9.993667504286536,Intel Core i3,Intel,Windows,79.25,5.875,531.25
dell,Notebook,8,2.0,11.071454247329664,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,8,2.0,10.475348066887989,Intel Core i3,Intel,Windows,80.875,6.625,503.75
lenovo,2 in 1 Convertible,8,1.7,10.882315804880689,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Workstation,16,2.5,12.076935697460716,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
acer,Notebook,2,1.68,9.77465368069266,Other Intel Processor,Intel,Others,79.25,5.875,531.25
hp,Notebook,8,1.86,10.265276597141131,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,1.6,11.002618186839925,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Workstation,16,3.0,12.362417715920367,Other Intel Processor,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Netbook,4,1.4,10.138875830266777,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
hp,Notebook,8,1.84,11.525170191386666,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,4,2.45,10.336863503805128,Intel Core i5,Nvidia,Others,70.125,8.125,691.25
lenovo,Ultrabook,4,1.7,10.974983493740094,Intel Core i5,Intel,Windows,79.125,6.625,536.25
asus,Notebook,4,2.37,10.720679721736714,Intel Core i7,Intel,Windows,70.125,8.125,691.25
lenovo,2 in 1 Convertible,8,1.3,11.064804181259648,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,8,2.2,10.977716980635757,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Workstation,8,2.59,11.328642946747566,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,16,4.42,11.937276356672394,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
acer,Notebook,4,2.1,10.370822624347584,Intel Core i5,Intel,Windows,79.25,5.875,531.25
lenovo,Gaming,8,2.5,10.93019989111312,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Ultrabook,16,1.18,11.503355013953575,Intel Core i7,Intel,Windows,80.875,6.625,503.75
asus,Ultrabook,8,1.2,11.004648590381796,Intel Core i5,Intel,Windows,70.125,8.125,691.25
dell,Notebook,4,1.65,10.71962021254348,Intel Core i3,Intel,Windows,80.875,6.625,503.75
acer,Notebook,4,1.6,10.460196261867386,Intel Core i5,Intel,Windows,79.25,5.875,531.25
asus,Notebook,4,2.8,10.12901686366082,Other Intel Processor,Nvidia,Windows,70.125,8.125,691.25
dell,Gaming,16,2.72,10.977716980635757,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
acer,Notebook,4,2.1,9.672654512737536,Other Intel Processor,Intel,Others,79.25,5.875,531.25
dell,Notebook,16,2.3,11.049906436113686,Intel Core i7,AMD,Windows,80.875,6.625,503.75
dell,Gaming,8,2.62,10.977716980635757,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Ultrabook,4,1.26,11.101648299531258,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,2 in 1 Convertible,12,2.3,10.70777173269934,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,16,2.5,11.74620626036131,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
acer,Notebook,4,1.8,10.430759589572256,Intel Core i3,Intel,Windows,79.25,5.875,531.25
asus,Notebook,8,2.0,10.34185963789476,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Gaming,32,4.42,12.161134189998078,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
asus,Gaming,16,4.3,11.737731633370338,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,8,2.2,9.771618776997505,Other Intel Processor,Intel,Others,79.125,6.625,536.25
lenovo,Ultrabook,16,1.7,11.715790550995315,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Gaming,4,2.4,10.882315804880689,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
acer,Gaming,16,4.2,11.715790550995315,Intel Core i7,Nvidia,Windows,79.25,5.875,531.25
dell,Gaming,8,2.62,10.868202667404224,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
asus,Gaming,8,2.24,11.175239371923306,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,2 in 1 Convertible,8,1.37,11.561349847964168,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,8,2.08,10.841452101115571,Intel Core i5,AMD,Windows,79.125,6.625,536.25
apple,Ultrabook,8,0.92,11.036037392231934,Other Intel Processor,Intel,Mac,89.55555555555556,7.111111111111111,408.8888888888889
lenovo,2 in 1 Convertible,8,1.42,11.72918457279188,Intel Core i5,Intel,Windows,79.125,6.625,536.25
asus,Notebook,4,1.63,9.67600459962282,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Notebook,8,1.95,10.67259527389862,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,2 in 1 Convertible,8,1.38,11.18267988243989,Intel Core i7,Intel,Windows,79.125,6.625,536.25
dell,Notebook,8,2.0,10.580858947180335,Intel Core i3,AMD,Windows,80.875,6.625,503.75
hp,Workstation,8,3.14,11.608398104304564,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,8,2.37,10.977716980635757,Intel Core i5,Intel,Windows,70.125,8.125,691.25
dell,Ultrabook,8,1.29,11.288114524334732,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Notebook,8,2.06,11.442360501250736,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
dell,Netbook,4,1.63,10.587602061065226,Other Intel Processor,Intel,Windows,80.875,6.625,503.75
hp,Netbook,8,1.26,11.211900368986475,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,2.04,10.419692282932576,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,16,2.62,11.401514683309674,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.4,10.38737929394203,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
hp,Gaming,12,3.74,11.442360501250736,Intel Core i7,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,1.98,10.843535435202426,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,8,2.18,10.647353436437802,Intel Core i5,AMD,Windows,80.875,6.625,503.75
lenovo,Ultrabook,8,1.32,11.503355013953575,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Netbook,4,1.23,9.928804360519916,Other Intel Processor,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,16,4.36,11.801613023751164,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,4,1.76,10.602278775481158,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.1,10.169762314876662,Intel Core i3,Intel,Windows,79.125,6.625,536.25
lenovo,Ultrabook,8,1.13,11.799206957067089,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Ultrabook,8,1.13,11.511924964636645,Intel Core i5,Intel,Windows,79.125,6.625,536.25
asus,2 in 1 Convertible,8,1.1,11.189329334350775,Intel Core i5,Intel,Windows,70.125,8.125,691.25
dell,Notebook,4,1.76,10.34717287346399,Intel Core i3,Intel,Windows,80.875,6.625,503.75
acer,Netbook,4,1.35,9.84767881570755,Other Intel Processor,Intel,Others,79.25,5.875,531.25
acer,Notebook,8,1.5,10.403666298916727,Intel Core i3,Intel,Windows,79.25,5.875,531.25
lenovo,Ultrabook,16,1.1,11.624777346052769,Intel Core i7,Intel,Windows,79.125,6.625,536.25
asus,Notebook,4,2.1,10.227464909398025,Intel Core i5,Nvidia,Others,70.125,8.125,691.25
lenovo,Notebook,8,1.7,11.053902605789805,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,1.32,11.38409159312676,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Gaming,16,3.21,11.903833710189655,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
asus,Gaming,16,2.9,11.76667053684216,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,4,1.5,9.759386208561873,Other Intel Processor,Intel,Others,79.125,6.625,536.25
asus,Notebook,8,2.3,10.3556835631319,Intel Core i5,Intel,Windows,70.125,8.125,691.25
asus,Gaming,16,2.73,11.470547260182666,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Gaming,32,4.42,12.0059347920825,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,8,2.63,10.78900562574303,Intel Core i5,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.18,10.546429982871398,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Ultrabook,8,1.54,11.509254736080766,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.18,10.580858947180335,Intel Core i7,AMD,Windows,80.875,6.625,503.75
hp,2 in 1 Convertible,4,1.4,10.397183294038651,Other Intel Processor,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
asus,Ultrabook,8,1.45,10.908984051962848,Intel Core i5,Nvidia,Windows,70.125,8.125,691.25
hp,2 in 1 Convertible,8,1.28,11.706175092295874,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.54,11.267217235406594,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,4,1.86,9.67600459962282,Other Intel Processor,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,16,2.1,11.52464373704442,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Notebook,8,2.83,10.738290533164012,Intel Core i7,AMD,Others,80.875,6.625,503.75
lenovo,Ultrabook,8,1.96,11.526747893528285,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
asus,Notebook,8,2.3,10.643789274649537,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Notebook,8,1.9,10.826745953725876,Intel Core i5,Intel,Windows,80.875,6.625,503.75
asus,Notebook,4,2.0,10.082583913974387,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
hp,2 in 1 Convertible,8,1.28,11.822932862391925,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,1.62,10.450993742936223,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,4,2.2,10.126163794678414,Intel Core i3,Intel,Others,79.125,6.625,536.25
lenovo,Notebook,8,2.3,10.7215735450074,Intel Core i5,Intel,Windows,79.125,6.625,536.25
hp,Notebook,8,1.84,11.18267988243989,Intel Core i5,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
